id,Genome_type,Length,N_contigs,N50,GC_content,Completeness,Contamination,rRNA_5S,rRNA_16S,rRNA_23S,tRNAs,Genome_accession,Species_rep,lineage,url,assembly
MGYG000002605,MAG,1854240,26,114442,32.59,89.74,0.85,0,99.67,99.73,20,GUT_GENOME153870,MGYG000002605,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp003258725,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002605/genome/MGYG000002605.fna,MGYG000002605.fna.gz
MGYG000002606,MAG,2480404,85,44334,58.26,97.36,1.14,0,52.25,99.38,18,GUT_GENOME153913,MGYG000002606,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002606/genome/MGYG000002606.fna,MGYG000002606.fna.gz
MGYG000002607,MAG,1265326,27,98603,25.99,93.82,2.25,0,99.74,99.69,20,GUT_GENOME153922,MGYG000002607,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-878;s__CAG-878 sp000432255,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002607/genome/MGYG000002607.fna,MGYG000002607.fna.gz
MGYG000002608,MAG,2400131,17,373969,59.83,97.95,0,0,0,0,20,GUT_GENOME153931,MGYG000002608,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp900541835,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002608/genome/MGYG000002608.fna,MGYG000002608.fna.gz
MGYG000002609,MAG,3323522,56,111024,42.97,99.78,0,0,0,11.04,17,GUT_GENOME154595,MGYG000002609,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002609/genome/MGYG000002609.fna,MGYG000002609.fna.gz
MGYG000002610,MAG,2250349,49,99717,58.36,93.03,0,0,0,0,19,GUT_GENOME154740,MGYG000002610,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002610/genome/MGYG000002610.fna,MGYG000002610.fna.gz
MGYG000002612,MAG,2090458,26,143278,56.79,91.95,0.67,89.92,0,0,20,GUT_GENOME154896,MGYG000002612,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003539495,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002612/genome/MGYG000002612.fna,MGYG000002612.fna.gz
MGYG000002613,MAG,2968338,227,17429,46.57,96.92,0.56,0,0,0,16,GUT_GENOME155041,MGYG000002613,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002613/genome/MGYG000002613.fna,MGYG000002613.fna.gz
MGYG000002614,MAG,2560607,291,12773,42.84,68.45,0,0,0,0,13,GUT_GENOME155164,MGYG000002614,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002614/genome/MGYG000002614.fna,MGYG000002614.fna.gz
MGYG000002616,MAG,1919079,46,80755,46.65,96.77,0,0,0,0,20,GUT_GENOME155267,MGYG000002616,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002616/genome/MGYG000002616.fna,MGYG000002616.fna.gz
MGYG000002617,MAG,1963579,57,64585,57.18,98.2,0,0,21.2,0,17,GUT_GENOME155275,MGYG000002617,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900542115,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002617/genome/MGYG000002617.fna,MGYG000002617.fna.gz
MGYG000002619,MAG,2724245,20,251415,56.89,99.32,0,94.12,0,0,20,GUT_GENOME155439,MGYG000002619,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002619/genome/MGYG000002619.fna,MGYG000002619.fna.gz
MGYG000002620,MAG,3478150,26,269940,57.23,100,0,92.44,99.61,99.59,19,GUT_GENOME155459,MGYG000002620,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002620/genome/MGYG000002620.fna,MGYG000002620.fna.gz
MGYG000002621,MAG,3633256,65,75099,48.24,90.35,0,0,0,0,17,GUT_GENOME155674,MGYG000002621,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ndongoniae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002621/genome/MGYG000002621.fna,MGYG000002621.fna.gz
MGYG000002622,MAG,3429958,58,95349,48.72,97.98,0,0,0,0,20,GUT_GENOME155679,MGYG000002622,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546095,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002622/genome/MGYG000002622.fna,MGYG000002622.fna.gz
MGYG000002623,MAG,2630993,28,170224,44.48,95.97,0,0,34.77,0,17,GUT_GENOME155703,MGYG000002623,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002623/genome/MGYG000002623.fna,MGYG000002623.fna.gz
MGYG000002624,MAG,1428680,20,99221,53.14,52.42,0.43,0,0,0,14,GUT_GENOME155708,MGYG000002624,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002624/genome/MGYG000002624.fna,MGYG000002624.fna.gz
MGYG000002625,MAG,2526414,192,22984,45.5,95.61,0.67,0,0,0,14,GUT_GENOME155713,MGYG000002625,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus massiliensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002625/genome/MGYG000002625.fna,MGYG000002625.fna.gz
MGYG000002626,MAG,2160259,94,37875,46.3,95.28,0.89,0,0,0,17,GUT_GENOME155718,MGYG000002626,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002626/genome/MGYG000002626.fna,MGYG000002626.fna.gz
MGYG000002627,MAG,2286370,202,18417,55.63,88.45,2.68,87.39,35.16,10.97,16,GUT_GENOME155722,MGYG000002627,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002627/genome/MGYG000002627.fna,MGYG000002627.fna.gz
MGYG000002628,MAG,2607866,85,49278,50.68,93.04,0.06,0,0,0,17,GUT_GENOME155726,MGYG000002628,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002628/genome/MGYG000002628.fna,MGYG000002628.fna.gz
MGYG000002629,MAG,939337,312,3120,45.23,50.49,0,0,0,0,10,GUT_GENOME155741,MGYG000002629,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__QAND01;g__UMGS1975;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002629/genome/MGYG000002629.fna,MGYG000002629.fna.gz
MGYG000002630,MAG,1395916,103,18606,44.69,94.31,0.5,92.44,0,0,12,GUT_GENOME155809,MGYG000002630,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900549805,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002630/genome/MGYG000002630.fna,MGYG000002630.fna.gz
MGYG000002631,MAG,1889219,32,181799,39.57,99.36,0.27,94.96,20.68,0,18,GUT_GENOME155913,MGYG000002631,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp900756875,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002631/genome/MGYG000002631.fna,MGYG000002631.fna.gz
MGYG000002633,MAG,2903436,112,54355,38.71,98.28,0.02,0,0,0,12,GUT_GENOME155959,MGYG000002633,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003149875,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002633/genome/MGYG000002633.fna,MGYG000002633.fna.gz
MGYG000002634,MAG,1948050,16,190222,39.45,99.66,0.06,94.12,0,0,18,GUT_GENOME155972,MGYG000002634,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002634/genome/MGYG000002634.fna,MGYG000002634.fna.gz
MGYG000002635,MAG,1818006,367,6444,30.24,96.02,1.52,0,53.23,0,15,GUT_GENOME156063,MGYG000002635,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia wadei_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002635/genome/MGYG000002635.fna,MGYG000002635.fna.gz
MGYG000002636,MAG,2075441,98,34971,42.5,78,0,0,0,0,18,GUT_GENOME156118,MGYG000002636,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella veroralis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002636/genome/MGYG000002636.fna,MGYG000002636.fna.gz
MGYG000002637,MAG,2560086,54,72848,42.27,71.62,0,93.28,7.63,0,14,GUT_GENOME156119,MGYG000002637,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella jejuni,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002637/genome/MGYG000002637.fna,MGYG000002637.fna.gz
MGYG000002638,MAG,2571408,198,20678,37.53,98.04,0,0,0,0,18,GUT_GENOME156121,MGYG000002638,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002638/genome/MGYG000002638.fna,MGYG000002638.fna.gz
MGYG000002639,MAG,1663723,97,31381,38.12,94.2,0.98,94.96,0,0,11,GUT_GENOME156122,MGYG000002639,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus sp002998595,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002639/genome/MGYG000002639.fna,MGYG000002639.fna.gz
MGYG000002640,MAG,2032895,61,75327,38.67,96.13,0.2,0,0,0,13,GUT_GENOME156224,MGYG000002640,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900757715,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002640/genome/MGYG000002640.fna,MGYG000002640.fna.gz
MGYG000002641,MAG,2686912,48,110943,57.37,99.87,0,94.12,0,0,20,GUT_GENOME156244,MGYG000002641,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp003449675,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002641/genome/MGYG000002641.fna,MGYG000002641.fna.gz
MGYG000002642,MAG,1921791,112,38021,38.74,93.59,1.8,92.44,0,0,14,GUT_GENOME156655,MGYG000002642,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002642/genome/MGYG000002642.fna,MGYG000002642.fna.gz
MGYG000002643,MAG,2740903,74,59740,44.32,97.5,0.04,0,0,0,17,GUT_GENOME156849,MGYG000002643,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Turicimonas;s__Turicimonas sp900542195,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002643/genome/MGYG000002643.fna,MGYG000002643.fna.gz
MGYG000002645,MAG,1957289,23,203406,38.62,98.2,0,0,0,0,19,GUT_GENOME156895,MGYG000002645,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002645/genome/MGYG000002645.fna,MGYG000002645.fna.gz
MGYG000002646,MAG,1639033,81,54167,38.81,62.07,0,92.44,0,0,11,GUT_GENOME156969,MGYG000002646,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002646/genome/MGYG000002646.fna,MGYG000002646.fna.gz
MGYG000002648,MAG,1864710,121,23549,53.82,79.98,0.05,0,52.58,0,19,GUT_GENOME157119,MGYG000002648,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__UBA11549 sp900768185,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002648/genome/MGYG000002648.fna,MGYG000002648.fna.gz
MGYG000002649,MAG,1168434,116,14702,44.41,96.52,0.1,0,70.58,0,19,GUT_GENOME157129,MGYG000002649,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__UBA3637;g__CAAHEQ01;s__CAAHEQ01 sp900772625,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002649/genome/MGYG000002649.fna,MGYG000002649.fna.gz
MGYG000002650,MAG,3040804,440,9376,53.03,86.54,3.38,0,0,0,17,GUT_GENOME157138,MGYG000002650,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002650/genome/MGYG000002650.fna,MGYG000002650.fna.gz
MGYG000002651,MAG,2281803,128,29647,58.56,96.43,0.68,94.12,0,0,19,GUT_GENOME157191,MGYG000002651,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900772565,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002651/genome/MGYG000002651.fna,MGYG000002651.fna.gz
MGYG000002652,MAG,3178465,145,32046,52.16,74.52,1.77,0,0,0,20,GUT_GENOME157195,MGYG000002652,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__UBA4248 sp004554395,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002652/genome/MGYG000002652.fna,MGYG000002652.fna.gz
MGYG000002653,MAG,3045320,94,60350,46.02,97.63,0.95,0,0,0,17,GUT_GENOME157213,MGYG000002653,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251295,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002653/genome/MGYG000002653.fna,MGYG000002653.fna.gz
MGYG000002654,MAG,1220778,264,6145,49.13,80.78,0.83,0,34.96,0,10,GUT_GENOME157246,MGYG000002654,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002654/genome/MGYG000002654.fna,MGYG000002654.fna.gz
MGYG000002655,MAG,1601347,258,8350,43.02,82.89,1.48,0,0,0,15,GUT_GENOME157264,MGYG000002655,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG14107;s__RUG14107 sp900772685,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002655/genome/MGYG000002655.fna,MGYG000002655.fna.gz
MGYG000002656,MAG,1621357,230,10022,54.85,79.98,4.19,0,0,0,16,GUT_GENOME157265,MGYG000002656,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900772725,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002656/genome/MGYG000002656.fna,MGYG000002656.fna.gz
MGYG000002657,MAG,2838774,186,32155,39.83,92.6,3.13,0,0,8.72,18,GUT_GENOME157273,MGYG000002657,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002657/genome/MGYG000002657.fna,MGYG000002657.fna.gz
MGYG000002658,MAG,2287878,315,10249,55.04,84.6,0,0,0,0,17,GUT_GENOME157276,MGYG000002658,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp900772695,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002658/genome/MGYG000002658.fna,MGYG000002658.fna.gz
MGYG000002659,MAG,2094336,323,8758,47.48,89.84,4.19,0,0,0,19,GUT_GENOME157290,MGYG000002659,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002659/genome/MGYG000002659.fna,MGYG000002659.fna.gz
MGYG000002660,MAG,1485202,223,9235,45.3,91.01,0,0,34.77,0,19,GUT_GENOME157303,MGYG000002660,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__UBA1174 sp900556855,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002660/genome/MGYG000002660.fna,MGYG000002660.fna.gz
MGYG000002661,MAG,2289773,357,8681,47.81,90.25,1.23,0,34.05,0,16,GUT_GENOME157308,MGYG000002661,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900556525,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002661/genome/MGYG000002661.fna,MGYG000002661.fna.gz
MGYG000002662,MAG,2000155,63,70379,41.51,96.77,0,0,0,0,19,GUT_GENOME157330,MGYG000002662,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__UBA3388 sp900546465,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002662/genome/MGYG000002662.fna,MGYG000002662.fna.gz
MGYG000002663,MAG,2098573,103,30188,51.79,75.28,0.19,0,0,0,16,GUT_GENOME157353,MGYG000002663,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900772835,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002663/genome/MGYG000002663.fna,MGYG000002663.fna.gz
MGYG000002664,MAG,2103096,102,27918,43.81,95.88,0,0,0,0,19,GUT_GENOME157359,MGYG000002664,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__UBA3388 sp900545215,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002664/genome/MGYG000002664.fna,MGYG000002664.fna.gz
MGYG000002665,MAG,2269647,215,17503,44.31,82.41,0,0,0,0,19,GUT_GENOME157363,MGYG000002665,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__Bruticola sp900772775,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002665/genome/MGYG000002665.fna,MGYG000002665.fna.gz
MGYG000002666,MAG,771072,224,3764,39.91,62.32,1.08,0,0,0,14,GUT_GENOME157376,MGYG000002666,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002666/genome/MGYG000002666.fna,MGYG000002666.fna.gz
MGYG000002667,MAG,1809480,91,30759,54.92,88.93,0,0,0,22.22,20,GUT_GENOME157380,MGYG000002667,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp004556755,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002667/genome/MGYG000002667.fna,MGYG000002667.fna.gz
MGYG000002668,MAG,2820424,436,8729,48.61,79.87,0.51,0,0,0,12,GUT_GENOME157398,MGYG000002668,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552965,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002668/genome/MGYG000002668.fna,MGYG000002668.fna.gz
MGYG000002669,MAG,1762651,371,5673,44.37,73.3,0,0,0,0,19,GUT_GENOME157422,MGYG000002669,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002669/genome/MGYG000002669.fna,MGYG000002669.fna.gz
